tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A3,deceptive,"(8, 0)",1,collect,{'type': 'collect'},collected,,29
1,A4,aggressive,"(2, 6)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
1,A2,deceptive,"(7, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
1,A1,deceptive,"(1, 6)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
2,A4,aggressive,"(2, 6)",1,collect,{'type': 'collect'},collected,,28
2,A1,deceptive,"(1, 6)",1,collect,{'type': 'collect'},collected,,27
2,A2,deceptive,"(7, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,27
2,A3,deceptive,"(8, 1)",0,move,"{'type': 'move', 'direction': 'S'}",moved_S,,27
3,A3,deceptive,"(8, 1)",1,collect,{'type': 'collect'},collected,,26
3,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
3,A2,deceptive,"(8, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
3,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
4,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
4,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
4,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
4,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
5,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
5,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
5,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
5,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
6,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
6,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
6,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
6,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
7,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
7,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
7,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
7,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
8,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
8,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
8,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
8,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
9,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
9,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
9,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
9,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
10,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
10,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
10,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
10,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
11,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
11,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
11,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
11,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
12,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
12,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
12,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
12,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
13,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
13,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
13,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
13,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
14,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
14,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
14,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
14,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
15,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
15,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
15,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
15,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
16,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
16,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
16,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
16,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
17,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
17,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
17,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
17,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
18,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
18,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
18,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
18,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
19,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
19,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
19,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
19,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
20,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
20,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
20,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
20,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
21,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
21,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
21,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
21,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
22,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
22,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
22,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
22,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
23,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
23,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
23,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
23,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
24,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
24,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
24,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
24,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
25,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
25,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
25,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
25,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
26,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
26,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
26,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
26,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
27,A1,deceptive,"(1, 6)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
27,A4,aggressive,"(2, 6)",1,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
27,A3,deceptive,"(8, 1)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
27,A2,deceptive,"(8, 0)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
28,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
28,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
28,A1,deceptive,"(1, 6)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,26
28,A3,deceptive,"(8, 1)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,26
29,A4,aggressive,"(2, 6)",2,raid,"{'type': 'raid', 'target_id': 'A1'}",raided_A1_stole_1,,26
29,A2,deceptive,"(8, 0)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
