tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A3,neutral,"(4, 8)",1,collect,{'type': 'collect'},collected,,29
1,A1,deceptive,"(3, 2)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
1,A4,aggressive,"(1, 8)",1,collect,{'type': 'collect'},collected,,28
1,A2,deceptive,"(5, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,28
2,A2,deceptive,"(5, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,28
2,A3,neutral,"(3, 8)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A1,deceptive,"(3, 2)",1,collect,{'type': 'collect'},collected,,27
2,A4,aggressive,"(2, 8)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
3,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,27
3,A3,neutral,"(3, 8)",1,collect,{'type': 'collect'},collected,,26
3,A2,deceptive,"(4, 8)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
3,A1,deceptive,"(2, 2)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
4,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,26
4,A1,deceptive,"(2, 2)",2,collect,{'type': 'collect'},collected,,25
4,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,25
4,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,25
5,A1,deceptive,"(1, 2)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
5,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,25
5,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,25
5,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,25
6,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,25
6,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,25
6,A1,deceptive,"(1, 2)",3,collect,{'type': 'collect'},collected,,24
6,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
7,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
7,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
7,A1,deceptive,"(2, 2)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
7,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
8,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
8,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
8,A1,deceptive,"(1, 2)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
8,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
9,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
9,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
9,A1,deceptive,"(2, 2)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
9,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
10,A4,aggressive,"(2, 8)",3,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
10,A1,deceptive,"(1, 2)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
10,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,24
10,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
11,A1,deceptive,"(2, 2)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
11,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
11,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,24
11,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
12,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
12,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
12,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
12,A1,deceptive,"(1, 2)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
13,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,24
13,A1,deceptive,"(2, 2)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
13,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
13,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
14,A1,deceptive,"(3, 2)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
14,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
14,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,24
14,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
15,A1,deceptive,"(3, 1)",3,move,"{'type': 'move', 'direction': 'N'}",moved_N,,24
15,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
15,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
15,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
16,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
16,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
16,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,24
16,A1,deceptive,"(3, 1)",4,collect,{'type': 'collect'},collected,,23
17,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
17,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
17,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
17,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
18,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
18,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
18,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
18,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
19,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
19,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
19,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
19,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
20,A3,neutral,"(3, 8)",1,collect,{'type': 'collect'},nothing_to_collect,,23
20,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
20,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
20,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
21,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
21,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
21,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
21,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
22,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
22,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
22,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
22,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
23,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
23,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
23,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
23,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
24,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
24,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
24,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
24,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
25,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
25,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
25,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
25,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
26,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
26,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
26,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
26,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
27,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
27,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
27,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
27,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
28,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
28,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
28,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
28,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
29,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
29,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
29,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
29,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
30,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
30,A4,aggressive,"(2, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
30,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
30,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
31,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
31,A3,neutral,"(3, 8)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
31,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
31,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
32,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
32,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
32,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
32,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
33,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
33,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
33,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
33,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
34,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
34,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
34,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
34,A2,deceptive,"(4, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
35,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
35,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
35,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
35,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
36,A1,deceptive,"(3, 1)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
36,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
36,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raid_empty,,23
36,A3,neutral,"(3, 8)",1,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
37,A3,neutral,"(3, 8)",2,raid,"{'type': 'raid', 'target_id': 'A4'}",raided_A4_stole_1,,23
37,A4,aggressive,"(2, 8)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
37,A1,deceptive,"(2, 1)",4,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
37,A2,deceptive,"(4, 8)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
