tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A2,deceptive,"(2, 1)",1,collect,{'type': 'collect'},collected,,29
1,A4,neutral,"(4, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
1,A3,neutral,"(8, 8)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
1,A1,cooperative,"(9, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
2,A1,cooperative,"(9, 0)",1,collect,{'type': 'collect'},collected,,28
2,A3,neutral,"(8, 7)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,28
2,A4,neutral,"(3, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A2,deceptive,"(3, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,28
3,A2,deceptive,"(3, 1)",1,raid,"{'type': 'raid', 'target_id': 'A4'}",raid_empty,,28
3,A3,neutral,"(8, 7)",1,collect,{'type': 'collect'},collected,,27
3,A4,neutral,"(3, 0)",1,collect,{'type': 'collect'},collected,,26
3,A1,cooperative,"(9, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
4,A3,neutral,"(7, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
4,A4,neutral,"(4, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
4,A1,cooperative,"(9, 2)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
4,A2,deceptive,"(3, 1)",2,collect,{'type': 'collect'},collected,,25
5,A2,deceptive,"(2, 1)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
5,A3,neutral,"(6, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
5,A1,cooperative,"(9, 2)",2,collect,{'type': 'collect'},collected,,24
5,A4,neutral,"(5, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
6,A4,neutral,"(6, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
6,A1,cooperative,"(8, 2)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
6,A2,deceptive,"(1, 1)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
6,A3,neutral,"(5, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
7,A3,neutral,"(4, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
7,A1,cooperative,"(7, 2)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
